,body_injury,NARRATIVE,split
786,head&toe, weight hernia komatsu reject main balance knot abate ton tack splitting,train
787,head&toe, left put come slope ice upper thermocouple,train
788,head&toe, strike left pull crusher dump come register hard platform ice upper sound inflict gate active,train
789,head&toe, left pull tendon raise install immediately inspector,train
790,head&toe, cause possible left remember protective lodge state card method forget outboard restart,train
791,head&toe, stand crusher remainder balance strut,train
792,head&toe, reach snow roadway operate weight travel leave ice flow disability,train
793,head&toe, laceration board lose walk move draw contest site knot rachet floatation stationary ice jean ear methanie dolly,train
794,head&toe, hoist bump shift install try contact lay examined nudge,train
795,head&toe, laceration wet center raise lb decline mash plywood script,train
796,head&toe, suffer protective bucket boom cover ice litigation gain,train
797,head&toe, ankle terminate dirt plant site loosen collide instruct stairwell pod upset insure starter transformer volt soft,train
798,head&toe, forearm plank pop site scratch elevation lumber alecia,train
799,head&toe, wet water portable restroom suture look say dring equip profiency task coworker boom landing wheel drift gator sit,train
800,head&toe, nail put crusher ee go protective remainder faint rt comp pulley spool steep drinking resupplying recomende clifford happen mb,train
801,head&toe, hyper pull curtain cavity avoid install try balance,train
802,head&toe, plus wear weight dump main meet excavator lbs platform ice adjusting rash noi,train
803,head&toe, pull reach remember hang sledge ice rubber access tell allother pink relocate turned,train
804,head&toe, duty take apply back finish post decline middle column nut sprocket compartment fellbackward snag,train
805,head&toe, advise microsizer additional stairwell till reliance rockduster,train
806,head&toe, put groin hoist site leave backhoe spot ice adjusting prime baghouse repaint,train
807,head&toe, slip dr job snow week forklift methane ramp dead post concrete site shaft fire loosen steering,train
808,head&toe, wear duty hang faint wheel day ice sound malfunction prolonged impairment red ford,train
809,head&toe, result slip supervisor knuckle bend concrete leave shaft swivel fulfil spilled,train
810,head&toe, frame supervisor jib spot hook floatation wc ear misjudge instead steam,val
811,head&toe, instal reach result job come haul insert attempt apply west squat,val
812,head&toe, grating portable suture say dring equip footing profiency fender sound east surround cardboard thefloor kennedy adv aligme,val
813,head&toe, tendon weight come lose ramp bump chute balance comealong washer verbally pink bulldozer consulter limited,val
814,head&toe, low instal curtain suffer containment attempt good remainder material main wash vent large bruising manlift,val
815,head&toe, left board trip footing back begin volvo immediately popping deck rtw memorial,val
816,head&toe, hyper accidentally forearm plank clear move footing routine apply hospital handhold volvo frozen dinjury hich amputation immediately wabco request surround progress monkey off onebar,val
817,head&toe, glove protective lose clean water draw shove dead finish stair ice poor ct refractory dto williamson,val
818,head&toe, duty week ee hang avoid glance ice upper prime overturn wv,val
819,head&toe, course dr swell slope immediately arc idler,val
820,head&toe, left advise forearm counter forklift fill roll take metel think ask repaint surround rigging packhouse breathing blaster crest,val
821,head&toe, job week raise cavity crane chuck drift pass hospita marker,val
822,head&toe, duty scissor breaker immediately,val
823,head&toe, loader ee raise avoid pinch level repaint fulfil undergo west profile,val
824,head&toe, left forearm remember wa pop take end glass wheel decline heavy storm taper immediately apanel,val
825,head&toe, hyper conduit scissor curtain approximately line separation swell opening disassemble adjust seek immediately restriction event cutter,val
826,head&toe, instal job come raise ready insert ramp sediment attempt reject bursting fulfil west,val
827,head&toe, counter hoist come slab insert ramp roof move reject chiropractic radio wide fire bin rod reference,val
828,head&toe, injure scissor remove hold culvert shooter,val
829,head&toe, plus edge left job frame fail knock chiropractic separation main boom contest knot hook fire contact troughing progressanother summon agg,val
830,head&toe, injure get face send move avoid end friday bearing trailer bay immediately idler twistedright feeling warehouse bulk emergency gravel pineville,val
831,head&toe, tendon bridge get go sandstone simply wrong immediately manbasket onpiece,val
832,head&toe, wear trip get lose hurry comp corneal injured sheet,val
833,head&toe, slippery hoist methane lose komatsu timberhead bump separation contest level knot floatation provider ice upper little abate shuttle stainless examination hoistman,val
834,head&toe, cause knee instal reach tendon help hoist tire ice seek shield repaint,val
835,head&toe, left suffer enter remainder pop end stone transport tighten tip comp immediately voltage ninety tandem clifford,val
836,head&toe, cone miner sediment hurry comealong drift comp rator tangle moderate confine mcc,val
837,head&toe, low curtain go sediment attempt wash day vent underneath girder mash handed spill cleanup sleep exchange inflamation,val
838,head&toe, lift injure masonry suffer reg remainder expand lead reduce rachet handhold apparently know simply wrong tangle apanel manager repeatedly word accumlation aye,val
839,head&toe, come balance pedal manbasket permanment,val
840,head&toe, tendon come knock place reject chiropractic avoid contest register hurry knot ice sound accide,val
841,head&toe, operator advise face plant skidster rachet gear stairwell pod till torso rockduster wearit dirty bored,val
842,head&toe, cause employee hyper make position instal laceration come muscle fly chiropractic shoveling crane install co grip,val
843,head&toe, wear complain main faint relate powell vice,val
844,head&toe, duty weight hang supervisor conveyor reject bump contest shaft decline knot scraper bruising dangle action,val
845,head&toe, scissor clear muscle restroom barge site handhold immediately rod disciplinary,val
846,head&toe, conduit instal diagnose dr weight ee haul drug fail insert attempt therapy throw excavator dislocate receive bruising wand ir realize lowboy coroner,val
847,head&toe, reach return suffer attempt jump ally misc floatation crest nerve linc,val
848,head&toe, instal laceration put suffer ramp attempt reject main wash contest ice bruising,val
849,head&toe, edge slip old operate forklift lose knuckle loose chute concrete grinder push lbs comp crawl roofbolter surround relieve tunnelat fast fasten,val
850,head&toe, repair result stull haul lose ramp lb reject ice taper sound bruising abate boulder series examiner,val
851,head&toe, jackleg cause hyper hang raise ramp komatsu man ice bruising scaffold,val
