,split,words,ents
1452,train,"plant operator , was using a 6 ' spud bar to clean off caked material on top of the r107 reactor . while poking with the bar he noticed a pain in his lower right back . he continued working throughout  the weekend and by 8/25/03 the back pain got bad enough for him to seek chiropractic help . this was reported to the company on 8-27-03 and verified to this activity .",o b-person/operator o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/back o o o o o  o o o o o o b-body_part/back o o o o o o o o o o o o o o o o o o o o o o o b-activity o
1453,train,"unintentional roof fall 2nd east panel number 5 entry , 51 and 52 cross-cut between intersection , traveling outby tail . 22 ' x 18 ' x 7 ' . bolted 6 ' tr bolts .",o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
1454,train,employee was attempting to remove ramps from trailer when hinge rod slipped striking his right hand .,b-person/employee o o o o o o o o o o o o o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o
1455,train,"a slick side rock fell from the mine roof , measuring 6 ' long x 2 ' wide , tapering on all sides , with the thickest part measuring approximately  6 ' thick , hit employee on left shoulder and injuring him down to his belt line .",o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o  o o o o o b-person/employee o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o o o o o o o o o
1456,train,employee was positioning an extension ladder when it came off balance and started to fall . she tried to catch it and strained her back as it fell .,b-person/employee o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o b-body_part/back o o o o
1457,train,"employee was attempting to remove a blown hydraulic hose . he was removing a staple using two longwall hammers . the pick end of one hammer was inserted under the staple and the other was used to drive the pick and lift the staple . while hammering , the employee struck his left thumb causing a laceration . seven stitches were required to close laceration .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o b-body_part/arm/hand/thumb/left_thumb i-body_part/arm/hand/thumb/left_thumb o o b-injury/laceration o o o o o o o b-injury/laceration o
1458,train,"employee was going to thread a piece of pipe . holding the pipe in place , he started the pipe threader . his fingers were at one end of the pipe and the clamp on the pipe threader caught his left middle finger , clamping it to the pipe while twisting both the pipe and his fingers . he was taken to a local emergency where he received stitches for a laceration of his left middle finger . returned light .",b-person/employee o o o o o o o b-equipment/pipe o o o b-equipment/pipe o o o o o o b-equipment/pipe o o o b-body_part/arm/hand/fingers o o o o o o b-equipment/pipe o o o o o b-equipment/pipe o o o o o o o o o o o b-equipment/pipe o o o o b-equipment/pipe o o b-body_part/arm/hand/fingers o o o o o o o room o o o o o o b-injury/laceration o o o o o o o duty o
1459,train,a roof fall has occurred in the 2nd right panel off the 3rd southeast submain at cross-cut 7 entry # 00. the fall measured approximately 20 feet in length x 20 feet wide x approximately 8 feet thick . the area was supported with 5 foot fully grouted roof bolts .,o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o b-body_part/leg/foot o o o o o
1460,train,"an unintentional fall roof caught the continuous miner while retreat mining was being conducted . the location of the fall was on 001 section number 38 break , app . 2 breaks inby spad number 7147 .",o o of o o o b-vehicle/heavy_vehicle/continuous_miner i-vehicle/heavy_vehicle/continuous_miner o o o o o o o o b-location o o b-accident_cause/fall o o o o o o b-injury/fracture/break o o o o o o o o o o
1461,train,"employee was descending down an exterior office stairway that was under maintenance , when a board/stair tread shifted causing him to fall forward and down the stairs resulting in damaged/torn tendons in his knees .",b-person/employee o o o o o b-location/office o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o
1462,train,striking a pin with a 20 lb  hammer . pin diverted hitting finger between pin and hammer handle .,o o o o o o o  o o o o o o o o o o o o
1463,train,employee felt a pain in his right arm while throwing a track switch on oak springs bottom . he was later diagnosed with a torn bicep . ( lost 6/16/14 ),b-person/employee o o o o o b-body_part/arm/right_arm i-body_part/arm/right_arm o o o o o o o o o o o o o o o o o o o o time o o
1464,train,"while lifting a valve into place , employee bent over to grab the valve and strained his lower back . he physical therapy 5/22/01 .",o o o o o o o b-person/employee o o o o o o o o o b-body_part/back/lower_back i-body_part/back/lower_back o started o o o o
1465,train,"unloading a face drill out of bed of a hummer by hand , employee pulled on drill , lost his balance and the drill struck his right foot .",o o o o o o o o o o o b-body_part/arm/hand o b-person/employee o o o o o o o o o o o o b-body_part/leg/foot/right_foot i-body_part/leg/foot/right_foot o
1466,train,he was exiting a truck when he slipped on the running board and fell to the ground causing a meniscus tear to the right knee . he continued to work at his regular duties until 5/13/09 when he was removed for arthroscopic meniscus repair of the right knee .,o o o o o o o o o o b-activity/running o o o o o o o o o o o o b-body_part/leg/knee/right_knee i-body_part/leg/knee/right_knee o o o o o o o o o o o o o o o o o o o o o b-body_part/leg/knee/right_knee i-body_part/leg/knee/right_knee o
1467,train,employee complaints of pain and numbness to both shoulders and hands from opening and closing tight valves . continuous trauma illness to left and right shoulder resulting in rotator cuff tears repairs .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/shoulder/right_shoulder i-body_part/arm/shoulder/right_shoulder o o o o - o o
1468,train,"the employee was operating a loader when the left front tire blew out . the employee was jerked forward into the seatbelt . he went to the doctor , was given medication , and returned on his next scheduled shift . on october 14 , 2013 the employee was reassessed and assigned modified duty due to issues with his leg . he is expected to be out 2 weeks .",o b-person/employee o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o b-body_part/leg o o o o o o o o o o
1469,train,roof fall occurred on the number 9 conveyor belt . the roof fall was found at approximately 10:00 am . the roof fall is located 2 cross cuts outby the number 9 belt head drive . roof fall is in the number 4 entry approximately 65 ' inby survey station 4135. the roof fall is approximately 60 ' long x 20 ' wide x 8'-12 ' thick . this fall is outby the active section . roof fall reported to mine on 2/21/09 @ 10:25 am .,o b-accident_cause/fall o o o o o b-equipment/mechanical_equipment/conveyor o o o o b-accident_cause/fall o o o o o o o o o b-accident_cause/fall o o o o o o o o o o b-body_part/head o o o b-accident_cause/fall o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o b-accident_cause/fall o o safety o o o o o o
1470,train,"while scaling roof rock down , employee accidentally stuck himself in the ( right ) thigh with pointed end of rock bar . no lost time , medical only , 4 stitches .",o o o o o o b-person/employee o o o o o o o o b-body_part/leg/thigh o o o o o o o o o o o o o o o o o
1471,train,employee states he sat in a chair in the mine lunchroom that he didn't realize was broken and fell over backwards hurting his back .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o b-body_part/back o
1472,train,riding mantrip and crib fell over on mantrip .,o o o o o o o o o
1473,train,at approximately 7:10 am two employees determined an inundation occurred and one of them immediately called mine . inundation consisted of south platte river spilling into pond . no equipment or personnel affected .,o o o o o o o o o o o o o o o o safety o o o o o o o o o o o o b-equipment o b-person/personnel o o
1474,train,"employee was using a weed eater to cut down weeds when he lost his footing and as he almost fell , he reached out for a jersey barrier to catch his fall . as a result he injured his left shoulder . employee continued working until he went in for surgery on 9/15/2011 .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o b-person/employee o o o o o o o o o o o
